brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Almond (medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2575774sw?$50px$,"Almond (medium, cool undertone)",Almond,NA,RGB,#966D57,20.95238095,0.265822785,0.464705882
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Sable (medium deep, neutral undertone)",https://images.ulta.com/is/image/Ulta/2575796sw?$50px$,"Sable (medium deep, neutral undertone)",Sable,NA,RGB,#78532C,30.78947368,0.463414634,0.321568627
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Walnut (deep, warm undertone)",https://images.ulta.com/is/image/Ulta/2575800sw?$50px$,"Walnut (deep, warm undertone)",Walnut,NA,RGB,#7F503E,16.61538462,0.343915344,0.370588235
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Chestnut (deep, neutral undertone)",https://images.ulta.com/is/image/Ulta/2575780sw?$50px$,"Chestnut (deep, neutral undertone)",Chestnut,NA,RGB,#654231,19.61538462,0.346666667,0.294117647
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Espresso (deep, cool undertone)",https://images.ulta.com/is/image/Ulta/2575782sw?$50px$,"Espresso (deep, cool undertone)",Espresso,NA,RGB,#544034,22.5,0.235294118,0.266666667
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Blanc (fair, cool undertone)  selected",https://images.ulta.com/is/image/Ulta/2575932sw?$tn$,"Blanc (fair, cool undertone)",Blanc,NA,RGB,#DBC7B6,27.56756757,0.339449541,0.78627451
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Cream (fair, cool undertone)",https://images.ulta.com/is/image/Ulta/2572550sw?$50px$,"Cream (fair, cool undertone)",Cream,NA,RGB,#EDC2B1,17,0.625,0.811764706
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Alabaster (fair, cool undertone)",https://images.ulta.com/is/image/Ulta/2572546sw?$50px$,"Alabaster (fair, cool undertone)",Alabaster,NA,RGB,#F3BE9D,23.02325581,0.781818182,0.784313725
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Porcelain (fair, neutral undertone) OUT OF STOCK",https://images.ulta.com/is/image/Ulta/2572605sw?$50px$,"Porcelain (fair, neutral undertone)",Porcelain,NA,RGB,#ECBEAF,14.75409836,0.616161616,0.805882353
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Bisque (fair, warm undertone)",https://images.ulta.com/is/image/Ulta/2575926sw?$50px$,"Bisque (fair, warm undertone)",Bisque,NA,RGB,#EFC8A1,30,0.709090909,0.784313725
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Linen (light, warm undertone)",https://images.ulta.com/is/image/Ulta/2572544sw?$50px$,"Linen (light, warm undertone)",Linen,NA,RGB,#E7B786,30.30927835,0.668965517,0.715686275
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Vanilla (light, cool undertone)",https://images.ulta.com/is/image/Ulta/2572545sw?$50px$,"Vanilla (light, cool undertone)",Vanilla,NA,RGB,#E1B79F,21.81818182,0.523809524,0.752941176
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Shell (light, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572604sw?$50px$,"Shell (light, neutral undertone)",Shell,NA,RGB,#C5A991,27.69230769,0.30952381,0.670588235
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Natural (light, warm undertone)",https://images.ulta.com/is/image/Ulta/2572542sw?$50px$,"Natural (light, warm undertone)",Natural,NA,RGB,#DFA46A,29.74358974,0.64640884,0.645098039
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Buff (light, golden undertone)",https://images.ulta.com/is/image/Ulta/2575927sw?$50px$,"Buff (light, golden undertone)",Buff,NA,RGB,#D8A276,26.93877551,0.556818182,0.654901961
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Ivory (light medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2572541sw?$50px$,"Ivory (light medium, cool undertone)",Ivory,NA,RGB,#D7A283,22.14285714,0.512195122,0.678431373
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Warm Ivory (light medium, warm undertone) OUT OF STOCK",https://images.ulta.com/is/image/Ulta/2572540sw?$50px$,"Warm Ivory (light medium, warm undertone)",Warm Ivory,NA,RGB,#DBB48D,30,0.52,0.705882353
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Nude (light medium, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572606sw?$50px$,"Nude (light medium, neutral undertone)",Nude,NA,RGB,#C19573,26.15384615,0.386138614,0.603921569
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Sand (light medium, golden undertone)",https://images.ulta.com/is/image/Ulta/2572548sw?$50px$,"Sand (light medium, golden undertone)",Sand,NA,RGB,#CEA074,29.33333333,0.478723404,0.631372549
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Golden (medium, golden undertone)",https://images.ulta.com/is/image/Ulta/2572551sw?$50px$,"Golden (medium, golden undertone)",Golden,NA,RGB,#C59365,28.75,0.452830189,0.584313725
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Golden Natural (medium, olive undertone)",https://images.ulta.com/is/image/Ulta/2575933sw?$50px$,"Golden Natural (medium, olive undertone)",Golden Natural,NA,RGB,#BF9B79,29.14285714,0.353535354,0.611764706
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Light Beige (medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2572549sw?$50px$,"Light Beige (medium, cool undertone)",Light Beige,NA,RGB,#D7A283,22.14285714,0.512195122,0.678431373
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Beige (medium, warm undertone)",https://images.ulta.com/is/image/Ulta/2572543sw?$50px$,"Beige (medium, warm undertone)",Beige,NA,RGB,#B5865A,29.01098901,0.380753138,0.531372549
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Warm Beige (medium, neutral undertone)",https://images.ulta.com/is/image/Ulta/2575928sw?$50px$,"Warm Beige (medium, neutral undertone)",Warm Beige,NA,RGB,#B79069,30,0.351351351,0.564705882
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Golden Tan (medium, warm undertone)",https://images.ulta.com/is/image/Ulta/2572547sw?$50px$,"Golden Tan (medium, warm undertone)",Golden Tan,NA,RGB,#C68B67,22.73684211,0.454545455,0.590196078
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Honey (medium, golden undertone)",https://images.ulta.com/is/image/Ulta/2575929sw?$50px$,"Honey (medium, golden undertone)",Honey,NA,RGB,#B6804C,29.43396226,0.420634921,0.505882353
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Warm Honey (medium, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572552sw?$50px$,"Warm Honey (medium, neutral undertone)",Warm Honey,NA,RGB,#AE7D55,26.96629213,0.354581673,0.507843137
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Amber (medium deep, warm undertone)",https://images.ulta.com/is/image/Ulta/2575930sw?$50px$,"Amber (medium deep, warm undertone)",Amber,NA,RGB,#A77445,28.7755102,0.415254237,0.462745098
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Golden Amber (medium deep, golden undertone)",https://images.ulta.com/is/image/Ulta/2572560sw?$50px$,"Golden Amber (medium deep, golden undertone)",Golden Amber,NA,RGB,#9F6B34,30.8411215,0.507109005,0.41372549
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Natural Amber (medium deep, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572558sw?$50px$,"Natural Amber (medium deep, neutral undertone)",Natural Amber,NA,RGB,#986B4B,24.93506494,0.339207048,0.445098039
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Warm Almond (medium deep, golden undertone)",https://images.ulta.com/is/image/Ulta/2572555sw?$50px$,"Warm Almond (medium deep, golden undertone)",Warm Almond,NA,RGB,#915A3B,21.62790698,0.421568627,0.4
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Golden Almond (medium deep, warm undertone)",https://images.ulta.com/is/image/Ulta/2572559sw?$50px$,"Golden Almond (medium deep, warm undertone)",Golden Almond,NA,RGB,#876035,31.46341463,0.436170213,0.368627451
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Almond (medium deep, cool undertone)",https://images.ulta.com/is/image/Ulta/2572554sw?$50px$,"Almond (medium deep, cool undertone)",Almond,NA,RGB,#966D57,20.95238095,0.265822785,0.464705882
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Sable (medium deep, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572553sw?$50px$,"Sable (medium deep, neutral undertone)",Sable,NA,RGB,#78532C,30.78947368,0.463414634,0.321568627
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Walnut (deep, warm undertone)",https://images.ulta.com/is/image/Ulta/2575931sw?$50px$,"Walnut (deep, warm undertone)",Walnut,NA,RGB,#7F503E,16.61538462,0.343915344,0.370588235
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Chestnut (deep, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572556sw?$50px$,"Chestnut (deep, neutral undertone)",Chestnut,NA,RGB,#654231,19.61538462,0.346666667,0.294117647
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Espresso (deep, cool undertone)",https://images.ulta.com/is/image/Ulta/2572557sw?$50px$,"Espresso (deep, cool undertone)",Espresso,NA,RGB,#544034,22.5,0.235294118,0.266666667
NYX Professional Makeup,Stay Matte Powder Foundation,https://www.ulta.com/stay-matte-powder-foundation?productId=xlsImpprod4141615,Natural  selected,https://images.ulta.com/is/image/Ulta/2242595sw?$tn$,Natural,Natural,NA,RGB,#F4D2AB,32.05479452,0.768421053,0.81372549
NYX Professional Makeup,Stay Matte Powder Foundation,https://www.ulta.com/stay-matte-powder-foundation?productId=xlsImpprod4141615,Nude,https://images.ulta.com/is/image/Ulta/2242594sw?$50px$,Nude,Nude,NA,RGB,#EAD2AE,36,0.588235294,0.8
NYX Professional Makeup,Stay Matte Powder Foundation,https://www.ulta.com/stay-matte-powder-foundation?productId=xlsImpprod4141615,Soft Beige,https://images.ulta.com/is/image/Ulta/2242597sw?$50px$,Soft Beige,Soft Beige,NA,RGB,#E9C39F,29.18918919,0.627118644,0.768627451
NYX Professional Makeup,Stay Matte Powder Foundation,https://www.ulta.com/stay-matte-powder-foundation?productId=xlsImpprod4141615,Medium Beige,https://images.ulta.com/is/image/Ulta/2242598sw?$50px$,Medium Beige,Medium Beige,NA,RGB,#E6C59C,33.24324324,0.596774194,0.756862745
NYX Professional Makeup,Stay Matte Powder Foundation,https://www.ulta.com/stay-matte-powder-foundation?productId=xlsImpprod4141615,Warm Beige,https://images.ulta.com/is/image/Ulta/2242599sw?$50px$,Warm Beige,Warm Beige,NA,RGB,#ECC79B,32.59259259,0.680672269,0.766666667
W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Fair Golden (fair skin w/ neutral or golden undertones)  selected,https://images.ulta.com/is/image/Ulta/2553261sw?$tn$,Fair Golden (fair skin w/ neutral or golden undertones),Fair Golden,NA,RGB,#F1E0DA,15.65217391,0.450980392,0.9
W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Fair Pink (fair skin w/ neutral or pink undertones),https://images.ulta.com/is/image/Ulta/2553259sw?$50px$,Fair Pink (fair skin w/ neutral or pink undertones),Fair Pink,NA,RGB,#F7EAE5,16.66666667,0.529411765,0.933333333
W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Medium Golden (medium skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2553296sw?$50px$,Medium Golden (medium skin w/ golden undertones),Medium Golden,NA,RGB,#F8E2D7,20,0.70212766,0.907843137
W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Medium Neutral (medium skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2553262sw?$50px$,Medium Neutral (medium skin w/ neutral undertones),Medium Neutral,NA,RGB,#F3DCD3,16.875,0.571428571,0.890196078
W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Dark Neutral (medium dark skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2553265sw?$50px$,Dark Neutral (medium dark skin w/ neutral undertones),Dark Neutral,NA,RGB,#EFC9B7,19.28571429,0.636363636,0.82745098
W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Tan (tan skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2553264sw?$50px$,Tan (tan skin w/ neutral undertones),Tan,NA,RGB,#DDA389,18.57142857,0.552631579,0.701960784
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Porcelain LP4 (fair skin w/ neutral or golden undertones)  selected,https://images.ulta.com/is/image/Ulta/2236103sw?$tn$,Porcelain LP4 (fair skin w/ neutral or golden undertones),Porcelain,LP4,RGB,#EDCFB9,25.38461538,0.590909091,0.82745098
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Light Porcelain LG2 (very fair skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2550927sw?$50px$,Light Porcelain LG2 (very fair skin w/ golden undertones),Light Porcelain,LG2,RGB,#F6E8DA,30,0.608695652,0.909803922
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Fair Ivory LN2 (very fair skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2550915sw?$50px$,Fair Ivory LN2 (very fair skin w/ neutral undertones),Fair Ivory,LN2,RGB,#F6E5D8,26,0.625,0.905882353
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Vanilla LG6 (light skin w/ golden undertones ),https://images.ulta.com/is/image/Ulta/2550917sw?$50px$,Vanilla LG6 (light skin w/ golden undertones ),Vanilla,LG6,RGB,#ECD2B6,31.11111111,0.586956522,0.819607843
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Ivory LP5 (fair skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2550920sw?$50px$,Ivory LP5 (fair skin w/ pink undertones),Ivory,LP5,RGB,#E7C5AD,24.82758621,0.547169811,0.792156863
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Light LN6 (light skin w/ neutral or pink undertones),https://images.ulta.com/is/image/Ulta/2236104sw?$50px$,Light LN6 (light skin w/ neutral or pink undertones),Light,LN6,RGB,#DFBEA9,23.33333333,0.457627119,0.768627451
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Linen MN3 (light golden medium skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2550919sw?$50px$,Linen MN3 (light golden medium skin w/ neutral undertones),Linen,MN3,RGB,#DBB698,26.86567164,0.482014388,0.72745098
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Bisque MG3 (light golden medium skin w/ golden undertones ),https://images.ulta.com/is/image/Ulta/2550944sw?$50px$,Bisque MG3 (light golden medium skin w/ golden undertones ),Bisque,MG3,RGB,#D9B389,31.5,0.512820513,0.694117647
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Blush Medium MP3 (medium skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2236105sw?$50px$,Blush Medium MP3 (medium skin w/ pink undertones),Blush Medium,MP3,RGB,#D7AC90,23.66197183,0.470198675,0.703921569
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Golden Medium MN5 (medium skin w/ neutral or golden undertones),https://images.ulta.com/is/image/Ulta/2236106sw?$50px$,Golden Medium MN5 (medium skin w/ neutral or golden undertones),Golden Medium,MN5,RGB,#D9AF8C,27.27272727,0.503267974,0.7
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Beige MG5 (golden medium skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2550918sw?$50px$,Beige MG5 (golden medium skin w/ golden undertones),Beige,MG5,RGB,#D6A981,28.23529412,0.508982036,0.67254902
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Light Tan TG3 (light tan or olive skin w/ neutral or golden undertones),https://images.ulta.com/is/image/Ulta/2236107sw?$50px$,Light Tan TG3 (light tan or olive skin w/ neutral or golden undertones),Light Tan,TG3,RGB,#D4A069,30.8411215,0.554404145,0.621568627
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Medium Tan TP4 (tan skin w/ neutral or pink undertones),https://images.ulta.com/is/image/Ulta/2262479sw?$50px$,Medium Tan TP4 (tan skin w/ neutral or pink undertones),Medium Tan,TP4,RGB,#CB8F68,23.63636364,0.487684729,0.601960784
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Sand TN3 (tan skin w/ neutral undertones ),https://images.ulta.com/is/image/Ulta/2550921sw?$50px$,Sand TN3 (tan skin w/ neutral undertones ),Sand,TN3,RGB,#C59068,25.80645161,0.444976077,0.590196078
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Tan TN6 (tan skin w/ neutral or golden undertones),https://images.ulta.com/is/image/Ulta/2236108sw?$50px$,Tan TN6 (tan skin w/ neutral or golden undertones),Tan,TN6,RGB,#B8845B,26.4516129,0.395744681,0.539215686
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Medium Dark DG1 (dark tan or dark skin w/ neutral or golden undertones),https://images.ulta.com/is/image/Ulta/2236109sw?$50px$,Medium Dark DG1 (dark tan or dark skin w/ neutral or golden undertones),Medium Dark,DG1,RGB,#C2885A,26.53846154,0.460176991,0.556862745
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Nutmeg DN2 (light brown skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2550922sw?$50px$,Nutmeg DN2 (light brown skin w/ golden undertones),Nutmeg,DN2,RGB,#B5794E,25.04854369,0.410358566,0.507843137
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Golden Dark DG3 (dark skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2236110sw?$50px$,Golden Dark DG3 (dark skin w/ golden undertones),Golden Dark,DG3,RGB,#B17543,27.27272727,0.450819672,0.478431373
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Hazelnut DG5 (dark brown skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2550929sw?$50px$,Hazelnut DG5 (dark brown skin w/ golden undertones),Hazelnut,DG5,RGB,#A86A3A,26.18181818,0.486725664,0.443137255
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Deep DP6 (deep skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2236116sw?$50px$,Deep DP6 (deep skin w/ pink undertones),Deep,DP6,RGB,#9C5437,17.22772277,0.478672986,0.41372549
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Cinnamon DN5 (dark brown skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2550931sw?$50px$,Cinnamon DN5 (dark brown skin w/ golden undertones),Cinnamon,DN5,RGB,#8E583C,20.48780488,0.405940594,0.396078431
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Cocoa DG7 (dark brown skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2550924sw?$50px$,Cocoa DG7 (dark brown skin w/ golden undertones),Cocoa,DG7,RGB,#895A38,25.18518519,0.419689119,0.378431373
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Deeper DPP1 (deep skin w/ neutral or golden undertones),https://images.ulta.com/is/image/Ulta/2236117sw?$50px$,Deeper DPP1 (deep skin w/ neutral or golden undertones),Deeper,DPP1,RGB,#7F4934,16.8,0.418994413,0.350980392
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Chestnut DPN2 (dark brown skin w/ neutral undertones  ),https://images.ulta.com/is/image/Ulta/2550932sw?$50px$,Chestnut DPN2 (dark brown skin w/ neutral undertones  ),Chestnut,DPN2,RGB,#764630,18.85714286,0.421686747,0.325490196
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Coffee DPN4 (rich brown skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2550925sw?$50px$,Coffee DPN4 (rich brown skin w/ neutral undertones),Coffee,DPN4,RGB,#6A3C2A,16.875,0.432432432,0.290196078
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Truffle DPP4 (rich brown skin w/ pink undertones ),https://images.ulta.com/is/image/Ulta/2550923sw?$50px$,Truffle DPP4 (rich brown skin w/ pink undertones ),Truffle,DPP4,RGB,#563229,12,0.354330709,0.249019608
Winky Lux,Diamond Powder Foundation,https://www.ulta.com/diamond-powder-foundation?productId=pimprod2008720,Light  selected,https://images.ulta.com/is/image/Ulta/2545301sw?$tn$,Light,Light,NA,RGB,#FAE1CF,25.11627907,0.811320755,0.896078431
Winky Lux,Diamond Powder Foundation,https://www.ulta.com/diamond-powder-foundation?productId=pimprod2008720,Medium,https://images.ulta.com/is/image/Ulta/2545297sw?$50px$,Medium,Medium,NA,RGB,#FBBD95,23.52941176,0.927272727,0.784313725
Winky Lux,Diamond Powder Foundation,https://www.ulta.com/diamond-powder-foundation?productId=pimprod2008720,Medium Deep,https://images.ulta.com/is/image/Ulta/2545300sw?$50px$,Medium Deep,Medium Deep,NA,RGB,#FAB48D,21.46788991,0.915966387,0.766666667
Winky Lux,Diamond Powder Foundation,https://www.ulta.com/diamond-powder-foundation?productId=pimprod2008720,Deep,https://images.ulta.com/is/image/Ulta/2545306sw?$50px$,Deep,Deep,NA,RGB,#DE875E,19.21875,0.659793814,0.619607843
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,https://www.ulta.com/conceal-perfect-smooth-finish-cream-powder-foundation?productId=pimprod2012993,Sand  selected,https://images.ulta.com/is/image/Ulta/2558872sw?$tn$,Sand,Sand,NA,RGB,#C18F74,21.03896104,0.383084577,0.605882353
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,https://www.ulta.com/conceal-perfect-smooth-finish-cream-powder-foundation?productId=pimprod2012993,Warm Porcelain,https://images.ulta.com/is/image/Ulta/2558961sw?$50px$,Warm Porcelain,Warm Porcelain,NA,RGB,#ECC6AF,22.62295082,0.616161616,0.805882353
